SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
MATE,ICAL,0.77,None,0.45,0.04,1.71,1,0.29,0.25,0.03,0.9,1,0.48,0.28,0.02,0.97,1,0.66,0.21,0.18,0.98,1,0.64,0.16,0.35,0.93,1,0,0.01,0,0.02,1,0.01,0,0,0.01,1
MATE,LEMI,0.94,None,0.67,0.04,2.57,1,0.34,0.27,0.03,0.93,1,0.3,0.22,0.01,0.82,1,0.38,0.19,0.07,0.88,1,0.32,0.08,0.19,0.5,1,0,0.01,0,0.02,1,0.02,0,0.01,0.02,1
MATE,LOAF,0.9,None,0.17,0.43,1.1,1,0.33,0.31,0.03,0.97,1,0.84,0.16,0.39,1,1,0.88,0.16,0.3,1,1,0.92,0.04,0.84,0.98,1,0,0.01,0,0.02,1,0.06,0,0.05,0.06,1
MATE,MECA,1.25,None,0.52,0.31,2.33,1,0.34,0.26,0.03,0.93,1,0.59,0.23,0.14,0.98,1,0.43,0.18,0.06,0.86,1,0.48,0.09,0.32,0.66,1,0,0.01,0,0.02,1,0.02,0,0.01,0.02,1
MATE,MUMU,1.83,None,0.94,0.4,3.97,1,0.28,0.23,0.03,0.89,1,0.56,0.25,0.11,0.98,1,0.27,0.16,0.03,0.7,1,0.32,0.09,0.17,0.54,1,0,0.01,0,0.02,1,0.01,0,0.01,0.02,1
MATE,ORAF,0.93,None,0.68,0.04,2.6,1,0.36,0.27,0.03,0.94,1,0.27,0.2,0.01,0.77,1,0.36,0.19,0.06,0.88,1,0.3,0.07,0.17,0.45,1,0,0,0,0.02,1,0.02,0,0.01,0.03,1
MATE,OTCR,1.32,None,1.07,0.06,4.06,1,0.34,0.27,0.03,0.94,1,0.3,0.23,0.01,0.87,1,0.27,0.19,0.03,0.82,1,0.24,0.1,0.1,0.47,1,0,0.01,0,0.02,1,0.01,0,0,0.02,1
MATE,OUOU,0.98,None,0.2,0.46,1.26,1,0.38,0.29,0.03,0.95,1,0.8,0.16,0.37,0.99,1,0.76,0.18,0.18,0.97,1,0.82,0.05,0.71,0.91,1,0,0.01,0,0.02,1,0.12,0,0.11,0.13,1
MATE,PACY,0.9,None,0.15,0.48,1.04,1,0.27,0.3,0.02,0.99,1,0.88,0.15,0.46,1,1,0.95,0.12,0.53,1,1.02,0.97,0.02,0.92,1,1,0.01,0.01,0,0.03,1,0.31,0.01,0.29,0.32,1
MATE,PALE,1.48,None,1.35,0.06,5.06,1,0.33,0.27,0.03,0.94,1,0.33,0.26,0.01,0.92,1,0.29,0.23,0.02,0.89,1,0.26,0.16,0.07,0.71,1,0,0.01,0,0.02,1,0.01,0,0,0.02,1
MATE,POLA,0.7,None,0.29,0.14,1.17,1,0.26,0.23,0.03,0.91,1,0.56,0.24,0.11,0.94,1,0.83,0.13,0.43,0.99,1,0.8,0.06,0.68,0.9,1,0,0.01,0,0.02,1,0.05,0,0.05,0.06,1
MATE,SYCA,1.08,None,0.39,0.29,1.83,1,0.35,0.26,0.03,0.93,1,0.64,0.22,0.16,0.98,1,0.55,0.19,0.1,0.92,1,0.59,0.09,0.43,0.78,1,0,0.01,0,0.02,1,0.01,0,0.01,0.02,1
MATE,SYGR,1.2,None,0.98,0.06,3.79,1,0.33,0.26,0.03,0.93,1,0.41,0.28,0.02,0.95,1,0.41,0.25,0.04,0.95,1,0.39,0.2,0.11,0.85,1,0,0.01,0,0.02,1,0,0,0,0.01,1
MATE,TAOR,1.81,None,1.79,0.07,6.6,1,0.31,0.27,0.03,0.94,1,0.34,0.27,0.01,0.93,1,0.25,0.23,0.01,0.88,1,0.24,0.18,0.05,0.74,1,0,0.01,0,0.02,1,0.01,0.01,0,0.02,1
MATE,TRAN,0.83,None,0.33,0.18,1.41,1,0.34,0.26,0.03,0.93,1,0.53,0.21,0.11,0.9,1,0.67,0.17,0.2,0.96,1,0.64,0.06,0.52,0.76,1,0,0.01,0,0.02,1,0.08,0,0.07,0.09,1
MATE,TRST,1.15,None,0.29,0.51,1.66,1,0.35,0.26,0.03,0.92,1,0.75,0.18,0.32,0.99,1,0.57,0.18,0.1,0.89,1,0.65,0.07,0.52,0.78,1,0,0.01,0,0.02,1,0.03,0,0.03,0.04,1
MATE,TRSY,0.9,None,0.15,0.48,1.03,1,0.26,0.3,0.02,0.99,1.01,0.87,0.15,0.46,1,1,0.95,0.12,0.52,1,1.05,0.97,0.02,0.92,1,1,0.01,0.01,0,0.02,1.01,0.26,0.01,0.25,0.27,1
MECA,CENA,0.72,None,0.32,0.19,1.4,1,0.49,0.1,0.32,0.7,1,0.13,0.07,0.03,0.28,1,0.23,0.09,0.09,0.42,1,0.17,0.05,0.09,0.28,1,0.01,0,0.01,0.02,1,0.11,0.01,0.09,0.13,1
MECA,CICI,1.04,None,0.1,0.84,1.24,1,0.48,0.1,0.32,0.69,1,0.8,0.09,0.6,0.95,1,0.74,0.1,0.54,0.91,1,0.77,0.06,0.65,0.87,1,0.01,0,0.01,0.02,1,0.05,0,0.04,0.05,1
MECA,GEGE,0.97,None,0.09,0.79,1.14,1,0.49,0.09,0.32,0.69,1,0.77,0.09,0.59,0.92,1,0.82,0.08,0.64,0.96,1,0.8,0.05,0.69,0.89,1,0.01,0,0.01,0.02,1,0.13,0,0.12,0.14,1
MECA,HIAM,1.16,None,0.49,0.28,2.19,1,0.48,0.09,0.31,0.68,1,0.46,0.27,0.05,0.97,1,0.37,0.27,0.02,0.95,1,0.42,0.21,0.07,0.85,1,0.02,0,0.01,0.02,1,0,0,0,0.01,1
MECA,LEMI,1.31,None,0.3,0.75,1.94,1,0.49,0.09,0.32,0.68,1,0.42,0.13,0.2,0.71,1,0.23,0.11,0.04,0.48,1,0.33,0.08,0.19,0.5,1,0.01,0,0.01,0.02,1,0.02,0,0.01,0.02,1
MECA,LOAF,1.04,None,0.05,0.94,1.14,1,0.48,0.09,0.32,0.69,1,0.95,0.04,0.84,1,1,0.88,0.07,0.73,0.98,1,0.92,0.04,0.83,0.98,1,0.01,0,0.01,0.02,1,0.06,0,0.05,0.06,1
MECA,ORAF,0.94,None,0.29,0.41,1.53,1,0.49,0.1,0.32,0.69,1,0.28,0.11,0.1,0.52,1,0.32,0.11,0.12,0.56,1,0.3,0.07,0.18,0.45,1,0.01,0,0.01,0.02,1,0.02,0,0.01,0.03,1
MECA,OTCR,0.89,None,0.37,0.25,1.67,1,0.49,0.1,0.32,0.69,1,0.22,0.13,0.04,0.55,1,0.27,0.14,0.06,0.64,1,0.24,0.1,0.1,0.5,1,0.01,0,0.01,0.02,1,0.01,0,0,0.02,1
MECA,PACY,1,None,0.03,0.94,1.05,1,0.48,0.09,0.31,0.68,1,0.97,0.03,0.88,1,1,0.97,0.03,0.89,1,1,0.97,0.02,0.92,1,1,0.02,0,0.01,0.02,1,0.31,0.01,0.29,0.32,1
MECA,POLA,1.13,None,0.09,0.95,1.32,1,0.47,0.09,0.31,0.67,1,0.9,0.07,0.72,1,1,0.7,0.1,0.5,0.88,1,0.8,0.05,0.68,0.89,1,0.02,0,0.01,0.02,1,0.05,0,0.05,0.06,1
MECA,SYCA,0.92,None,0.18,0.58,1.27,1,0.48,0.09,0.31,0.69,1,0.56,0.14,0.3,0.83,1,0.64,0.13,0.38,0.91,1,0.6,0.09,0.43,0.79,1,0.01,0,0.01,0.02,1,0.01,0,0.01,0.02,1
MECA,SYGR,0.75,None,0.37,0.13,1.54,1,0.48,0.09,0.32,0.68,1,0.31,0.23,0.03,0.89,1,0.49,0.24,0.1,0.96,1,0.4,0.19,0.12,0.82,1,0.02,0,0.01,0.02,1,0,0,0,0.01,1
MECA,TAOR,1.13,None,0.5,0.24,2.15,1,0.48,0.09,0.32,0.68,1,0.31,0.24,0.03,0.9,1,0.25,0.22,0.01,0.86,1,0.28,0.19,0.05,0.74,1,0.02,0,0.01,0.02,1,0.01,0.01,0,0.02,1
MECA,TRSY,1,None,0.03,0.94,1.05,1,0.48,0.09,0.31,0.68,1,0.97,0.03,0.88,1,1,0.97,0.03,0.89,1,1,0.97,0.02,0.92,1,1,0.02,0,0.01,0.02,1,0.26,0.01,0.25,0.27,1
MUMU,AEME,0.85,None,0.16,0.52,1.14,1,0.33,0.1,0.17,0.57,1,0.61,0.13,0.35,0.84,1,0.78,0.08,0.62,0.93,1,0.72,0.06,0.61,0.83,1,0.01,0,0.01,0.02,1,0.17,0.01,0.16,0.18,1
MUMU,ALBU,0.52,None,0.3,0.08,1.21,1,0.34,0.11,0.17,0.6,1,0.16,0.1,0.02,0.4,1,0.39,0.1,0.22,0.61,1,0.31,0.06,0.19,0.44,1,0.01,0,0.01,0.02,1,0.03,0,0.02,0.04,1
MUMU,CICI,0.92,None,0.15,0.61,1.19,1,0.33,0.11,0.17,0.58,1,0.71,0.13,0.44,0.93,1,0.8,0.08,0.63,0.95,1,0.77,0.06,0.65,0.87,1,0.01,0,0.01,0.02,1,0.05,0,0.04,0.05,1
MUMU,GEGE,1.17,None,0.1,0.97,1.37,1,0.34,0.11,0.17,0.61,1,0.93,0.07,0.75,1,1,0.72,0.09,0.53,0.86,1,0.8,0.05,0.69,0.89,1,0.01,0,0.01,0.02,1,0.13,0,0.12,0.14,1
MUMU,HIAM,0.87,None,0.64,0.04,2.42,1,0.33,0.1,0.16,0.57,1,0.34,0.27,0.01,0.94,1,0.46,0.27,0.05,0.96,1,0.42,0.22,0.07,0.86,1,0.01,0,0.01,0.02,1,0,0,0,0.01,1
MUMU,LEMI,0.9,None,0.4,0.24,1.76,1,0.33,0.11,0.17,0.59,1,0.29,0.14,0.07,0.62,1,0.34,0.11,0.15,0.59,1,0.33,0.08,0.19,0.5,1,0.01,0,0.01,0.02,1,0.02,0,0.01,0.02,1
MUMU,LOAF,0.9,None,0.09,0.69,1.04,1,0.31,0.09,0.16,0.52,1,0.83,0.1,0.6,0.98,1,0.95,0.04,0.86,1,1.01,0.92,0.04,0.83,0.98,1,0.01,0,0.01,0.02,1,0.06,0,0.05,0.06,1
MUMU,MECA,1.46,None,0.33,0.84,2.15,1,0.33,0.1,0.17,0.57,1,0.69,0.16,0.36,0.96,1,0.37,0.12,0.13,0.61,1,0.48,0.09,0.32,0.66,1,0.01,0,0.01,0.02,1,0.02,0,0.01,0.02,1
MUMU,ORAF,1.57,None,0.47,0.72,2.58,1,0.33,0.1,0.17,0.56,1,0.46,0.15,0.18,0.78,1,0.22,0.09,0.05,0.41,1,0.3,0.07,0.17,0.45,1,0.01,0,0.01,0.02,1,0.02,0,0.01,0.03,1
MUMU,OTCR,1.03,None,0.56,0.17,2.28,1,0.33,0.11,0.17,0.58,1,0.25,0.16,0.03,0.67,1,0.24,0.13,0.06,0.56,1,0.24,0.1,0.1,0.5,1,0.01,0,0.01,0.02,1,0.01,0,0,0.02,1
MUMU,PACY,0.98,None,0.04,0.87,1.04,1,0.32,0.11,0.16,0.57,1,0.95,0.05,0.81,1,1,0.97,0.05,0.91,1,1.25,0.97,0.02,0.91,1,1,0.01,0,0.01,0.02,1,0.31,0.01,0.29,0.32,1
MUMU,PALE,1.36,None,0.71,0.25,2.95,1,0.33,0.1,0.16,0.57,1,0.35,0.23,0.04,0.9,1,0.24,0.19,0.02,0.75,1,0.27,0.16,0.07,0.69,1,0.01,0,0.01,0.02,1,0.01,0,0,0.02,1
MUMU,POLA,0.94,None,0.14,0.64,1.2,1,0.33,0.11,0.17,0.58,1,0.75,0.12,0.48,0.95,1,0.82,0.08,0.65,0.96,1,0.8,0.06,0.68,0.89,1,0.01,0,0.01,0.02,1,0.05,0,0.05,0.06,1
MUMU,SYCA,1.04,None,0.25,0.55,1.54,1,0.33,0.11,0.17,0.59,1,0.63,0.17,0.3,0.94,1,0.58,0.13,0.34,0.83,1,0.6,0.09,0.43,0.79,1,0.01,0,0.01,0.02,1,0.01,0,0.01,0.02,1
MUMU,SYGR,1.17,None,0.6,0.22,2.54,1,0.33,0.1,0.17,0.57,1,0.45,0.26,0.06,0.95,1,0.39,0.24,0.05,0.93,1,0.41,0.2,0.12,0.84,1,0.01,0,0.01,0.02,1,0,0,0,0.01,1
MUMU,TAOR,1.71,None,0.86,0.34,3.63,1,0.32,0.1,0.17,0.55,1,0.39,0.25,0.05,0.94,1,0.19,0.2,0.01,0.78,1,0.25,0.17,0.05,0.72,1,0.01,0,0.01,0.02,1,0.01,0.01,0,0.02,1
MUMU,TRST,0.87,None,0.19,0.49,1.24,1,0.33,0.11,0.17,0.58,1,0.57,0.14,0.3,0.83,1,0.7,0.09,0.51,0.88,1,0.66,0.07,0.52,0.78,1,0.01,0,0.01,0.02,1,0.03,0,0.03,0.04,1
MUMU,TRSY,0.98,None,0.04,0.87,1.04,1,0.31,0.1,0.16,0.55,1,0.95,0.05,0.81,1,1,0.98,0.03,0.91,1,1.04,0.97,0.02,0.92,1,1,0.01,0,0.01,0.02,1,0.26,0.01,0.25,0.27,1
OTCR,ORAF,0.92,None,0.51,0.15,2.08,1,0.22,0.1,0.09,0.47,1,0.28,0.16,0.04,0.66,1,0.31,0.09,0.15,0.5,1,0.3,0.07,0.18,0.45,1,0.01,0,0,0.02,1,0.02,0,0.01,0.03,1
OTCR,PACY,0.95,None,0.07,0.76,1.03,1,0.2,0.08,0.08,0.4,1,0.92,0.08,0.71,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.01,0,0,0.02,1,0.31,0.01,0.29,0.32,1
OTCR,SYCA,1.32,None,0.29,0.75,1.91,1,0.22,0.1,0.09,0.46,1,0.76,0.15,0.42,0.99,1,0.53,0.11,0.31,0.75,1,0.58,0.09,0.42,0.76,1,0.01,0,0,0.02,1,0.02,0,0.01,0.02,1
OUOU,ALBU,1.07,None,0.09,0.89,1.24,1,0.83,0.05,0.72,0.91,1,0.33,0.07,0.2,0.48,1,0.2,0.12,0.03,0.5,1,0.31,0.06,0.19,0.44,1,0.12,0,0.11,0.13,1,0.03,0,0.02,0.04,1
OUOU,ATPA,1.04,None,0.08,0.89,1.2,1,0.83,0.05,0.72,0.91,1,0.43,0.08,0.28,0.59,1,0.33,0.15,0.08,0.67,1,0.41,0.07,0.28,0.56,1,0.12,0,0.11,0.13,1,0.02,0,0.02,0.03,1
OUOU,GASA,0.83,None,0.13,0.55,1.05,1,0.83,0.05,0.72,0.91,1,0.25,0.08,0.12,0.45,1,0.55,0.2,0.19,0.94,1,0.3,0.08,0.17,0.49,1,0.12,0,0.11,0.13,1,0.01,0,0.01,0.02,1
OUOU,GEGE,1.01,None,0.03,0.96,1.09,1,0.83,0.05,0.73,0.92,1,0.81,0.05,0.69,0.9,1,0.74,0.13,0.46,0.94,1,0.8,0.05,0.69,0.89,1,0.12,0,0.11,0.13,1,0.13,0,0.12,0.14,1
OUOU,HEIC,1.01,None,0.11,0.75,1.2,1,0.83,0.05,0.72,0.91,1,0.52,0.22,0.17,0.96,1,0.46,0.25,0.07,0.95,1,0.51,0.2,0.18,0.9,1,0.12,0,0.11,0.13,1,0,0,0,0.01,1
OUOU,HIAM,0.99,None,0.18,0.54,1.25,1,0.83,0.05,0.72,0.91,1,0.45,0.27,0.05,0.96,1,0.38,0.28,0.01,0.95,1,0.44,0.24,0.07,0.9,1,0.12,0,0.11,0.13,1,0,0,0,0.01,1
OUOU,ICAL,1.14,None,0.08,0.99,1.31,1,0.83,0.05,0.72,0.91,1,0.74,0.16,0.41,0.99,1,0.23,0.2,0.01,0.77,1,0.65,0.14,0.36,0.9,1,0.12,0,0.11,0.13,1,0.01,0,0,0.01,1
OUOU,LEMI,1.13,None,0.08,0.96,1.31,1,0.83,0.05,0.72,0.91,1,0.37,0.09,0.21,0.57,1,0.12,0.11,0,0.42,1,0.33,0.08,0.19,0.51,1,0.12,0,0.11,0.13,1,0.02,0,0.01,0.02,1
OUOU,MECA,1.07,None,0.07,0.92,1.21,1,0.83,0.05,0.73,0.92,1,0.52,0.1,0.34,0.74,1,0.33,0.17,0.06,0.71,1,0.49,0.09,0.32,0.69,1,0.12,0,0.11,0.13,1,0.01,0,0.01,0.02,1
OUOU,MUMU,0.87,None,0.12,0.6,1.08,1,0.83,0.05,0.72,0.91,1,0.29,0.1,0.13,0.53,1,0.52,0.2,0.18,0.92,1,0.33,0.1,0.17,0.55,1,0.12,0,0.11,0.13,1,0.01,0,0.01,0.02,1
OUOU,ORAF,1.05,None,0.1,0.84,1.23,1,0.83,0.05,0.72,0.91,1,0.32,0.08,0.18,0.48,1,0.23,0.14,0.03,0.56,1,0.3,0.07,0.18,0.45,1,0.12,0,0.11,0.13,1,0.02,0,0.01,0.03,1
OUOU,OTCR,0.82,None,0.16,0.47,1.09,1,0.83,0.05,0.72,0.91,1,0.19,0.09,0.07,0.42,1,0.43,0.21,0.1,0.89,1,0.23,0.09,0.1,0.46,1,0.12,0,0.11,0.13,1,0.01,0,0,0.02,1
OUOU,PACY,1.01,None,0.02,0.99,1.05,1,0.83,0.05,0.72,0.91,1,0.98,0.02,0.93,1,1,0.91,0.08,0.7,1,1,0.97,0.02,0.92,1,1,0.12,0,0.11,0.13,1,0.31,0.01,0.29,0.32,1
OUOU,PALE,1.03,None,0.15,0.66,1.26,1,0.83,0.05,0.72,0.91,1,0.3,0.2,0.07,0.85,1,0.23,0.22,0.01,0.83,1,0.29,0.18,0.07,0.77,1,0.12,0,0.11,0.13,1,0.01,0,0,0.02,1
OUOU,POLA,1.03,None,0.04,0.97,1.11,1,0.83,0.05,0.72,0.91,1,0.82,0.06,0.69,0.92,1,0.69,0.14,0.39,0.93,1,0.8,0.06,0.68,0.9,1,0.12,0,0.11,0.13,1,0.05,0,0.05,0.06,1
OUOU,SYCA,1.05,None,0.06,0.93,1.18,1,0.83,0.05,0.72,0.91,1,0.63,0.1,0.44,0.84,1,0.47,0.18,0.16,0.84,1,0.61,0.09,0.43,0.8,1,0.12,0,0.11,0.13,1,0.01,0,0.01,0.02,1
OUOU,SYGR,0.93,None,0.15,0.56,1.17,1,0.83,0.05,0.72,0.91,1,0.38,0.22,0.09,0.91,1,0.48,0.26,0.07,0.96,1,0.4,0.2,0.11,0.86,1,0.12,0,0.11,0.13,1,0,0,0,0.01,1
OUOU,TAOR,1,None,0.17,0.56,1.26,1,0.83,0.05,0.72,0.91,1,0.3,0.23,0.05,0.89,1,0.26,0.24,0.01,0.88,1,0.29,0.21,0.05,0.82,1,0.12,0,0.11,0.13,1,0.01,0.01,0,0.02,1
OUOU,TRAN,1.01,None,0.04,0.92,1.1,1,0.83,0.05,0.72,0.91,1,0.65,0.07,0.51,0.77,1,0.62,0.14,0.33,0.87,1,0.64,0.06,0.52,0.76,1,0.12,0,0.11,0.13,1,0.08,0,0.07,0.09,1
OUOU,TRSY,1.01,None,0.02,0.99,1.05,1,0.83,0.05,0.72,0.92,1,0.98,0.02,0.93,1,1,0.91,0.08,0.7,1,1,0.97,0.02,0.92,1,1,0.12,0,0.11,0.13,1,0.26,0.01,0.25,0.27,1
PACY,ORAF,0.99,None,0.03,0.91,1.02,1,0.98,0.02,0.94,1,1,0.29,0.07,0.17,0.44,1,0.5,0.29,0.02,0.97,1,0.29,0.07,0.17,0.44,1,0.31,0.01,0.29,0.32,1,0.02,0,0.01,0.03,1
PALE,AEME,1.15,None,0.2,0.68,1.49,1,0.24,0.18,0.05,0.75,1,0.83,0.14,0.48,0.99,1,0.67,0.12,0.34,0.84,1,0.72,0.06,0.61,0.83,1,0.01,0,0,0.02,1,0.17,0.01,0.16,0.18,1
PALE,ALBU,1.09,None,0.59,0.18,2.42,1,0.24,0.18,0.05,0.75,1,0.33,0.18,0.05,0.72,1,0.31,0.11,0.12,0.56,1,0.3,0.06,0.19,0.44,1,0.01,0,0,0.02,1,0.03,0,0.02,0.04,1
PALE,CENA,0.83,None,0.71,0.03,2.61,1,0.25,0.19,0.05,0.82,1,0.14,0.12,0,0.47,1,0.2,0.11,0.07,0.52,1,0.17,0.05,0.09,0.28,1,0.01,0,0,0.02,1,0.11,0.01,0.09,0.13,1
PALE,CICI,0.85,None,0.23,0.37,1.24,1,0.23,0.16,0.05,0.71,1,0.66,0.18,0.27,0.95,1,0.8,0.1,0.61,0.96,1,0.77,0.06,0.65,0.88,1,0.01,0,0,0.02,1,0.05,0,0.04,0.05,1
PALE,GEGE,0.87,None,0.21,0.41,1.2,1,0.23,0.18,0.05,0.79,1,0.7,0.17,0.32,0.95,1,0.81,0.1,0.61,0.96,1,0.8,0.05,0.69,0.89,1,0.01,0,0,0.02,1,0.13,0,0.12,0.14,1
PALE,HIAM,2.79,None,2.1,0.43,8.14,1,0.19,0.13,0.05,0.57,1,0.56,0.26,0.09,0.98,1,0.24,0.23,0.01,0.88,1,0.29,0.21,0.05,0.83,1,0.01,0,0,0.02,1,0,0,0,0.01,1
PALE,LOAF,0.93,None,0.13,0.59,1.11,1,0.22,0.17,0.05,0.79,1,0.85,0.13,0.52,1,1,0.93,0.08,0.78,0.99,1.04,0.92,0.04,0.84,0.98,1,0.01,0,0,0.02,1,0.06,0,0.05,0.06,1
PALE,MECA,1.26,None,0.46,0.41,2.21,1,0.23,0.16,0.05,0.7,1,0.59,0.21,0.18,0.96,1,0.44,0.13,0.17,0.72,1,0.48,0.09,0.32,0.67,1,0.01,0,0,0.02,1,0.02,0,0.01,0.02,1
PALE,ORAF,1.91,None,0.77,0.6,3.6,1,0.21,0.14,0.05,0.62,1,0.55,0.21,0.16,0.94,1,0.23,0.1,0.05,0.43,1,0.29,0.07,0.17,0.44,1,0.01,0,0,0.02,1,0.02,0,0.01,0.03,1
PALE,OTCR,1.01,None,0.82,0.04,3.05,1,0.23,0.17,0.05,0.76,1,0.24,0.2,0.01,0.76,1,0.26,0.14,0.06,0.65,1,0.24,0.1,0.1,0.5,1,0.01,0,0,0.02,1,0.01,0,0,0.02,1
PALE,PACY,0.92,None,0.1,0.65,1.03,1,0.19,0.16,0.04,0.76,1,0.9,0.1,0.61,1,1,0.98,0.05,0.91,1,1.08,0.97,0.02,0.92,1,1,0.01,0.01,0,0.02,1,0.31,0.01,0.29,0.32,1
PALE,POLA,1.02,None,0.19,0.58,1.33,1,0.24,0.18,0.05,0.78,1,0.81,0.15,0.44,0.99,1,0.78,0.11,0.5,0.94,1,0.79,0.06,0.68,0.89,1,0.01,0,0,0.02,1,0.05,0,0.05,0.06,1
PALE,SYCA,0.71,None,0.35,0.13,1.43,1,0.22,0.15,0.05,0.65,1,0.43,0.22,0.07,0.88,1,0.65,0.13,0.41,0.92,1,0.6,0.09,0.43,0.79,1,0.01,0,0,0.02,1,0.01,0,0.01,0.02,1
PALE,SYGR,1.02,None,0.82,0.04,3.09,1,0.22,0.16,0.05,0.7,1,0.37,0.27,0.01,0.94,1,0.42,0.24,0.07,0.94,1,0.41,0.21,0.11,0.86,1,0.01,0,0,0.02,1,0,0,0,0.01,1
PALE,TAOR,3.38,None,2.11,0.58,8.54,1,0.18,0.12,0.05,0.5,1,0.5,0.25,0.08,0.96,1,0.13,0.15,0,0.58,1,0.19,0.14,0.04,0.58,1,0.01,0,0,0.02,1,0.01,0.01,0,0.02,1
PALE,TRST,0.79,None,0.28,0.25,1.33,1,0.23,0.16,0.05,0.68,1,0.52,0.19,0.16,0.88,1,0.69,0.11,0.49,0.91,1,0.66,0.07,0.52,0.78,1,0.01,0,0,0.02,1,0.03,0,0.03,0.04,1
PALE,TRSY,0.92,None,0.1,0.65,1.03,1,0.18,0.15,0.04,0.7,1,0.9,0.1,0.61,1,1,0.98,0.06,0.91,1,1.1,0.97,0.02,0.92,1,1,0.01,0.01,0,0.02,1,0.26,0.01,0.25,0.27,1
PHAF,AEME,1.01,None,0.01,0.99,1.03,1,0.98,0.02,0.94,1,1,0.73,0.06,0.61,0.83,1,0.5,0.29,0.03,0.98,1,0.73,0.06,0.61,0.83,1,0.38,0.01,0.37,0.4,1,0.17,0.01,0.16,0.18,1
PHAF,ALBU,0.99,None,0.03,0.92,1.02,1,0.98,0.02,0.94,1,1,0.3,0.06,0.18,0.43,1,0.5,0.29,0.02,0.98,1,0.3,0.06,0.19,0.43,1,0.38,0.01,0.37,0.4,1,0.03,0,0.02,0.04,1
PHAF,ATPA,1,None,0.02,0.95,1.03,1,0.98,0.02,0.94,1,1,0.41,0.07,0.27,0.55,1,0.5,0.29,0.03,0.97,1,0.41,0.07,0.27,0.55,1,0.38,0.01,0.37,0.4,1,0.02,0,0.02,0.03,1
PHAF,BDCR,0.97,None,0.04,0.85,1.02,1,0.98,0.02,0.94,1,1,0.19,0.06,0.1,0.31,1,0.5,0.29,0.03,0.97,1,0.2,0.06,0.1,0.32,1,0.38,0.01,0.37,0.4,1,0.03,0.01,0.02,0.04,1
PHAF,CEAL,0.93,None,0.09,0.68,1.01,1,0.98,0.02,0.94,1,1,0.1,0.05,0.03,0.22,1,0.5,0.29,0.03,0.98,1,0.11,0.05,0.04,0.22,1,0.38,0.01,0.37,0.4,1,0.02,0.01,0.01,0.04,1
PHAF,CENA,0.97,None,0.05,0.82,1.02,1,0.98,0.02,0.94,1,1,0.16,0.05,0.08,0.27,1,0.5,0.29,0.02,0.97,1,0.17,0.05,0.09,0.27,1,0.38,0.01,0.37,0.4,1,0.11,0.01,0.09,0.13,1
PHAF,CHPY,1,None,0.01,0.98,1.03,1,0.98,0.02,0.94,1,1,0.57,0.06,0.44,0.69,1,0.5,0.29,0.03,0.98,1,0.57,0.06,0.44,0.69,1,0.38,0.01,0.37,0.4,1,0.06,0,0.05,0.07,1
PHAF,CICI,1.01,None,0.01,0.99,1.04,1,0.98,0.02,0.94,1,1,0.78,0.06,0.66,0.88,1,0.5,0.29,0.03,0.97,1,0.78,0.06,0.65,0.88,1,0.38,0.01,0.37,0.4,1,0.05,0,0.04,0.05,1
PHAF,GASA,0.99,None,0.03,0.91,1.02,1,0.98,0.02,0.94,1,1,0.29,0.08,0.15,0.48,1,0.5,0.29,0.02,0.98,1,0.29,0.08,0.15,0.48,1,0.38,0.01,0.37,0.4,1,0.01,0,0.01,0.02,1
PHAF,HEIC,0.99,None,0.02,0.93,1.03,1,0.98,0.02,0.94,1,1,0.47,0.22,0.15,0.95,1,0.5,0.29,0.02,0.97,1,0.47,0.22,0.16,0.94,1,0.38,0.01,0.37,0.4,1,0,0,0,0.01,1
PHAF,HIAM,0.97,None,0.07,0.76,1.02,1,0.98,0.02,0.94,1,1,0.33,0.26,0.03,0.93,1,0.5,0.29,0.02,0.97,1,0.34,0.25,0.04,0.93,1,0.38,0.01,0.37,0.4,1,0,0,0,0.01,1
PHAF,HINI,0.99,None,0.02,0.94,1.03,1,0.98,0.02,0.94,1,1,0.36,0.07,0.24,0.49,1,0.5,0.29,0.02,0.98,1,0.36,0.06,0.24,0.49,1,0.38,0.01,0.37,0.4,1,0.03,0,0.03,0.04,1
PHAF,HYAF,1,None,0.01,0.98,1.03,1,0.98,0.02,0.94,1,1,0.57,0.07,0.44,0.7,1,0.5,0.29,0.03,0.98,1,0.57,0.07,0.44,0.69,1,0.38,0.01,0.37,0.4,1,0.04,0,0.04,0.05,1
PHAF,ICAL,1,None,0.01,0.98,1.03,1,0.98,0.02,0.94,1,1,0.66,0.18,0.34,0.98,1,0.5,0.29,0.03,0.98,1,0.66,0.17,0.34,0.97,1,0.38,0.01,0.37,0.4,1,0.01,0,0,0.01,1
PHAF,LEMI,0.99,None,0.03,0.92,1.02,1,0.98,0.02,0.94,1,1,0.31,0.08,0.18,0.49,1,0.5,0.29,0.02,0.97,1,0.31,0.08,0.18,0.49,1,0.38,0.01,0.37,0.4,1,0.02,0,0.01,0.02,1
